article,anchor_price
85H853740A5FQ,3960
4H08536012ZZ,2162
4B0853737D2ZZ,2148
8V0853737C3Q7,2690
4F0853743B2ZZ,2860
8P08537402ZZ,3890
8P08537412ZZ,2388
8E98537422ZZ,2860
4F0853601,2500
8R08537352ZZ,2906
8R0853737B2ZZ,3380
4G88537352ZZ,2980
8J0853735A2ZZ,2999
8J08537352ZZ,2899
8T0853740,3699
8K0853736D2ZZ,2690
8D98537402ZZ,3350
8P0853736C2ZZ,2877
8J0853736B2ZZ,2799
4H0853605C2ZZ,3211
8L08537352ZZ,2177
81A853741C2ZZ,2890
8V78537422ZZ,1680
8T08536052ZZ,3372
4S0853737D2ZZ,3250
81B064317Z7G,3299
81B064317Y9B,3299
8K0860282D,2299
8P0860282G,2390
4L0093108D,1899
000016997,2800
8W7061511A041,4160
8W6061221041,6500
80B061221A041,6758
99104460267,7150
974955427B,2235
971998001,5899
V04015001HS,6618
8E0853736B2ZZ,2180
4K0071803,3900
4K8071803,3899
4N0071803A,3999
4N0071805,4531
4K8071805,4611
4KE071807,3480
8S0071803,3775
8W6071803,3775
4K0071804,4290
8Y0071803,3950
4M88537352ZZ,2960
8J08537372ZZ,2344
4H0853737B2ZZ,2340
4M0853741AT94,3350
B66040715,11700
A0002900500,13000
A1702900182-A1643000082,4227
A4478900100,5899
A4478900000,5330
A1568900100,4910
A1568900000,4160
A2958990000,6827
A2948990000,4899
A2968990000,5100
A1678992200,4344
A2238990200,5073
A2238990300,6557
A2238990500,6827
A2978990000,5100
A1678992100,5100
A2228990188,4070
A1678992000,6955
A2388990400,4939
A1678991500,5390
A0008995200,8941
A2228990600,5057
A0008990900,4999
A0008990200,6799
A0008990188,5100
A0008990388,5390
A0008990288,4999
B66959827,5001
B66042028,6616
B66959716,5465
B66042027,4341
A2538600900,3123
A2128680074,3210
A4638172500,2210
A4638174600,5000
A4478175800,2210
A2228175500,8840
A0009909719,5890
A0009909819,5889
A00040009001127,2410
A16740159009040,1456
A00040038009283,1688
B66472005,4299
992044028,1716
992044028B,1684
992044028C,1765
992044028A,1813
992044027B,1950
992044008,1799
992044027D,1785
A000986940111,1100
B66959881,8710
B66041695,4616
B66959583,3029
B66959616,5099
5H6084500,4199
B66041562,23333
B67993616,2280
B66041563,6203
1K0858230A,2410
B66953409,4899
B66041534,1630
95B044009,3699
95B04480048,13280
9Y0044810OS1,14652
9Y0044810DK4,14883
9Y0044810OU6,13640
A0005851795,10120
A17140001259040,1356
A17140001257P70,1390
A00040009002232,2899
971955427A,2124
95B998001A,5320
9Y1955329B,6334
A0008992300,3580
A0004003100,21590
B66470156,6630
A2057604000,3662
A4638175200,3700
A4638175300,2940
8Y0853735T94,3799
8W0853744ET94,3878
80A071804,4810
80A853736ET94,3699
4J3853741CT94,3499
4KE853736D3Q7,3136
4M08537352ZZ,3458
4M8853742AT94,4000
4M8853735AT94,4199
4M0071805,4988
8W6853604APUZ,4100
8W6853603APUZ,4420
8W6853602BPUZ,4599
8W6853601BPUZ,5590
4KE071804,4611
4KE071805,4611
8W6853742AT94,4420
8J0853605BT94,3965
8W6071804,4420
8W6071805,4420
8K0853605,3328
8X0853737A2ZZ,2600
82A853744T94,4160
83A853744BT94,4199
8D0853737G2ZZ,3220
8W0853744CT94,4099
8W0071803,3718
8H08537412ZZ,2899
8W0071804,4410
8W0419685C,2999
8R0419685A,2966
8X0419685,2966
4K8071804,4420
8K08537362ZZ,2999
8E0853601A,3120
8W0853736B2ZZ,1934
8P0853736AT94,3770
4M88537402ZZ,3299
4L08537412ZZ,2399
4F0419685,3480
A211986000013,4299
A001986387112,1499
A001986287110,1210
A0019869471,1450
A002986517112,1500
000096301B,1000
000096314B,1000
000096307B,1499
4L0096353020,5699
000096319D,1899
000096311AD3H1,1299
000096311ANBL9,1388
5H1096151,999
A0009865000,1399
A0009861262,999
2GM075101,3591
2GM075111,3394
11A075101,5349
11A075111,5024
5H0075101A,4910
5H0075111A,3710
5G9075101A,4356
3CN075101,4999
3CN075111,4699
760075111,9501
85H071208AV5J,4520
85H071208AZ7S,4260
85H071208AX7C,3985
85H071208AX5F,3985
85H071208Y9T,3985
85H071208Y3U,3985
85H071208S9R,3985
3182400300,1799
WAP0503550RWSA,3120
WAP0500400RSAS,3130
WAP0503700PSAB,3736
WAP0503500PWSA,3320
WAP0500900E,3334
B67960045,3899
B66959376,4410
B66959728,2999
B66959849,3640
B66041763,5330
B66959846,5310
B66959377,5720
B66959729,4680
B66959724,3916
B66959361,5288
B66959352,3380
B66959847,5241
B66960576,4459
B66959265,5187
B66959924,5187
B66955213,3688
B66953962,2999
B66041762,5241
B66953618,2598
B67871175,1100
B66958416,2955
3A4087010,1572
3112200510,9865
3112400400,9191
3112400100,9191
B67960002,3275
B66959666,5460
WAP0512040NTAY,1174
WAP0512050NMAC,1174
26000703,3399
B66959378,6484
000087703MS,499
B66958983,3610
B66954804,5893
3132500800,3499
B67960038,5139
B67960039,3429
3132402640,2078
3132402110,3960
3292500110,3952
A22268077058U51,4950
A22268050488U51,3299
A22268076058U51,6026
A21368001068U51,5908
A21368063039G32,2199
A21368035059J74,8420
A21368016029G32,4143
A21368002069G33,3999
A21368001069G33,5228
A25368038038U51,1962
A25368037038U51,7014
B66961115,14298
A17768003039G32,3599
3292200200,2599
3292500700,2238
3181900601,2340
3182100300,3180
3182400600,3160
A0005852503,459
A0005836503,3958
B66959721,2978
76315A75162,27942
76315A75163,27942
76315A75164,27942
76315A75159,27942
76315A75160,27942
3102200400,8245
2H0075111E,4709
3C0075111,4699
1K0075101,5552
1K9075101,6341
2E0075106,7238
1T0075101A,3938
3C0075101A,4069
1K8075101,1950
1Q0075101,1822
5C0075111,4799
6Q0075101,3510
3C8075101A,3465
5G9075101,4224
7H0075101,6364
7P0075101,10400
5N0075101,6040
6R0075116,4133
6R0075111,4133
5G0075101,4068
5K0075111,4680
5K0075105,6238
2K0075101A,7280
7L0075101A,7793
3C8075101A,5588
A0008170414,6431
A2208170815,6162
5TA853687A2ZZ,3983
3G8853687A2ZZ,4420
3J0853687A041,4420
3J08536872ZZ,3828
760853687A2ZZ,5980
2GM8536872ZZ,3250
3G9853687C2ZZ,3692
760853687B2ZZ,5460
571853687A041,4160
5NA853687H2ZZ,4260
5GE853688DJMX-5GE853688BJ,5427
5GE853687AFL,3510
571853425AFOD,2999
760853675P041,5848
760853687C041,5679
2K5853600DPJ,3558
5718536872ZZ,3960
3G8853948041,4680
3G0419659ATCC,4499
3G0419659CUXQ,4597
5H0853688ADBOP+5H0853688A,4667
2G0853688FKRR+2G0853689DK,7252
3QF419685ICL,4753
3G0853948CMGM,4192
3G9853948LFG,2860
5K0853630BULM,3250
5G0853688EFOD,3199
5G0853688DFOD,3199
1T0853601AFDY,1773
5C6853688FJZQ,2310
5C6853688EJZQ,2210
5G0853688MJZQ,3380
4M1864777B3Q7,15600
3G0071310BXF,7484
A2138204503,9750
000052120F,11100
4G0052133L,11928
9Y0044911A,15860
4G0052133J,10187
4G0052133K,7944
4G0052130H,4339
A2138206003,11594
5H1711113JOYN,9100
2G1711113NQCV,8710
761713140AE74,4810
7E0711144AHB5,1328
5K0711113TXPR,21798
4KL713321A1KT,7150
8W1713139D25M,5980
4M1713139G59V,5694
4K1713139G25M,3900
61312343709,11237
25112284555,8360
25110435847,4171
25112284056,12122
25112229442,6365
25110429267,5994
25110429269,5994
25117896884,6365
80435B308D1,11824
36136769370,2421
71100415040,2292
4G0853736F2ZZ,2109
4G08537372ZZ,2210
80222445660,3399
10A087329,2340
B66450389,6498
B66959706,4678
B66959654,5098
8W0919311,733
4H1905217B,6140
4G1905217D,6100
8P0885995B6PS,5193
9Y004480180,4940
95B044008,3959
51169283147,4767
51952405468,6739
95804490170,15080
A90768048019G33,6500
A90768065019G32,6110
A24368085009051,11698
A24368091009051,8722
A17768079029G33,5649
A24768002039G33,3484
A25368041059G33,3599
A25368073029G63,8420
A25368028029J74,7343
A17768044049051,6765
A17768032049051,8580
A4638140000,7800
A46368443009H42,16819
A25368053019G32,3523
A24768073029G32,2360
A2478140000,3699
A2058140500,5720
A2478140400,10300
A17768038049051,5472
A17768085029G33,3653
B66959844,3633
B66959828,2801
B66041705,3297
3132300700,4699
3132300600,2999
3132300900,2799
B66959235,3277
B66958988,7799
3152401000,10999
3152401100,6999
3152201500,5807
3152201300,6599
3152101000,4635
B66041761,8199
B66959236,5300
B66959321,5768
B66959320,5410
B66958985,10821
WAP0300220NRBT,12165
80212466214,4184
80212466216,3121
B66042025,5898
B66042026,4962
B67872866,3755
B66955014,4617
A2048900878,4290
A1678140300,6329
A16768079069G33,4104
A16768063069G33,5699
A16768076069G33,4160
A46368047069051,15459
B66570012,5850
A16768097049G32,2599
A16768089049G32,5200
A16768003089G33,3191
A1676846500,11880
A1678140100,10315
A16768072069G33,3723
A1176802800,6957
A24268006489G33,2163
A6396804748,4949
A6396806648,5212
A6396806548,5212
A2538140200,6331
A23868077018U51,5235
A23868083019G33,3488
A23868077019G33,8778
61445B4FD87,7026
61445B4FD86,7026
80142864043,10747
80142864044,10747
A4476808800,2470
A4476808200,6470
A4476809701,5235
A4476809601,5575
A4476806900,2340
A4476809302,5235
A4476804000,5499
A16668004489G63,7380
A2538140300,6406
A25368059019G32,2100
A2928140100,7196
A16668416007J07,6345
A16668416009051,6999
4N0061180,10448
4N4061276MNO,3998
8W9061221041,5530
8W7061511041,3187
8V6061221041,6212
4G1061221B041,6760
81B061275BMNO,6250
80B061275BMNO,5800
8W7061221A041,5653
8K0061580041,3999
4F0061511041,3199
4G0061276MNO,4699
8W9061180,6998
8S8061181,7380
000087210BF,352
5HV087210041,341
000087703MH084,557
000087210AL,599
B66952802,1679
80422454785,3121
80432413751,6372
80432413752,6372
4H0061180,6240
8T8061160,8580
A21268062029G33,9902
A16668035017J07,13000
A2468140000,6240
B66290104,3380
B66293844,8920
B66359159,5070
7M0061511A041,2160
2K0061162,4760
2K3061160,3957
1K0061160,4890
760601149AXQI,1629
000071215E,2563
00004400197,1100
00004400254,1678
00004400240,2699
00004400196,1299
00004400251,1598
95B044005,2799
95B044006,1810
4400207,1400
00004400200,1406
A000986437416,1299
A001986257112,1499
A0009861462,899
83125B54297,572
51477290023,10050
51472465742,15719
76315A75204,42620
76315A75205,42620
76315A75206,42620
76315A75207,40589
76315A75209,42620
76315A75210,42620
71606887641,33745
71602458027,16175
82729402896,6491
82119413833,722
82712347755,20352
64115A1BDB7,6218
82120442852,579
82120442854,172
82120442855,1793
34106891345-34106891346,96840
34116872572,2542
34116780509,521
34116780508,1614
34116872573,1329
51472473486,5755
51477489622,11065
9Y0044960V,119397
9J1073010,13026
7PP971678BH,6154
7PP915706A,96349
9Y0044914A,25608
992088945A,25608
992088945,25608
9Y0044910A,15999
95B04490500-95B04490502,307320
971044014B,2395
00004400250,5100
00004400401,6499
00004400096,1270
00004400204,1799
WAP0500070RWBS,3628
WAP0505200PSPL,17420
WAP0350260RRHC,59640
WAP0350230RRHC,59640
WAP0501110PFLO,4605
WAP0501100PSPK,40095
WAP0201640SXMS,6227
WAP0201630SXMS,6226
WAP0501300PWEI,4919
WAP0501200PWEI,4243
WAP0506200T917,5265
WAP0506210TCHR,5799
WAP0500030PESC,2298
WAP0500030RESC,2799
WAP0503580RPHK,3678
WAP0500410SVAD,3200
WAP0354010TMPC,9153
WAP134XXX0TGLF,5249
WAP137XXX0TGLF,5352
WAP1100010T60Y,5199
WAP5000010T025,4158
WAP0200230T911,6151
WAP0200650TPCA,6899
WAP0200200T070,6160
WAP0400160TCGT,2899
WAP0500100TEWS,2410
WAP0300360PHRT,6907
WAP0300350PHRT,9615
WAP0202860SGT3,6890
WAP0508060T0TB,4479
WAP0400150TKTF,3499
WAP0508090T0TB,4716
WAP0508100T0PB,4716
WAP0505600TWLG,3937
WAP0500160TEWF,1999
WAP0500500TEWF,1999
WAP02077818,22279
WAP0200370SPSU,6990
WAP0209110R60Y,6900
WAP0209960R60Y,7191
WAP0209030RRSR,6151
WAP0209040RRSR,6100
WAP0210510SGTS,26111
WAP0200530SGTS,5050
WAP0203200ROFF,7190
WAP0211120R992,11299
WAP0201660S0DB,7046
WAP0200310SCPE,6294
WAP0200420SKAE,5941
WAP0200220SCPE,5899
WAP0200210SCPE,5941
WAP0200200SCPE,4999
WAP0200290SCPE,5899
76315A75174,27942
76315A75176,27942
76315A75177,27942
76315A75178,27942
76317913046,16352
76317913049,16352
76317913050,16352
51137418178,2921
WAP0201050STCT,5056
WAP0201020ST4S,5037
WAP0201040STBE,5402
WAP0211070STBE,26115
WAP0201010STTB,5799
WAP0211060STTS,15699
WAP0217840M004,21710
WAP0209230RTRG,6999
WAP0200030S0SP,6294
WAP0200040PDKK,6190
WAP0201720S0DK,7147
WAP0201730S0DK,7147
WAP0201740S0DK,21879
WAP0200030PDKM,6199
WAP0200020PDKR,6298
WAP0215200TGT3,26111
MAP02511015,1356
MAP02099416,5300
WAP0205020SGTR,6299
WAP0205030SGTR,6295
WAP0205050SGTR,7010
WAP0205120SGT3,20878
WAP0202840SGT3,6999
WAP0202870SGT3,7190
WAP0202880SGT3,7190
WAP0212100TGT3,16508
WAP0202100TGT3,5866
WAP0205100SGT3,7228
WAP0200600SSFC,6299
WAP0207010S963,7290
WAP0200860S963,7291
WAP0208040SMIS,7292
MAP02028414,6399
MAP01998013,1912
WAP0202020RBXT,5946
WAP0202190RSPY,7185
WAP0202140RSPY,5099
WAP0202150RSPY,7190
WAP0203200ROFF,7182
WAP0201670SHDP,6199
WAP0201620RTRB,7300
WAP0215410TTRG,13889
WAP0213140R0ST,22620
WAP0205010SGTR,5941
WAP0215230TGT3,26111
WAP0400300SMAC,1430
WAP0350010P911,11271
WAP0359260P0MR,10599
WAP0350030LFMS,4388
WAP0350050PACB,15642
WAP0350080R718,11371
WAP0350100R911,11360
WAP0357950S0BP,12147
WAP0350170RHBP,25025
WAP0352010S0MR,11266
WAP0350070RTAY,11266
WAP0357910S0BP,11666
WAP0355110PUTR,13780
WAP0350030RACB,15699
WAP0350060RCAY,11254
WAP0353510RTRB,11358
WAP0350180RHBB,24455
WAP0359450NSCH,13320
WAP0355100PUTB,19179
WAP0357970S0SB,6900
WAP0357940S0BR,12190
WAP0357900RESS,1955
WAP0359280P0MR,4320
WAP0352050S0MR,4420
WAP0352040S0MR,7193
WAP0359250P0MR,7193
WAP0350030SCHB,10560
WAP0350020SCHB,10560
WAP0357960S0RT,14778
WAP0355120SUTR,18498
WAP0350060PACD,22595
WAP0350040RACD,19999
WAP0353530RTRB,13377
WAP0350010SAHD,5408
WAP0357920S0BB,6129
WAP1600010RMSF,2828
WAP0357930S0MP,4400
WAP0359290P0MR,12147
WAP0352030S0MR,13040
WAP0506900M917,6648
WAP0506700M917,2426
WAP0509170MSZG,7963
11128581798,18470
11127645173,24008
11127645173,24008
9J104400001,14567
9J104480020OS5,14390
971044053,33065
51125A7F3C5,31284
WAP0500730SKAD,7779
WAP0500700SKAM,11312
WAP5500030P0MR,11217
WAP5100020RS70,11236
WAP0400060P2DP,1842
WAP0500570P0MR,8377
WAP0500800L,6554
WAP0505700L,7776
WAP0501270NFMS,1799
WAP0506220PTHF,4572
WAP0501210PTFL,4572
WAP0500090RKTF,3500
WAP0500720SSCV,4188
WAP0500710SKZB,13893
WAP0500140PSUP,13981
WAP0505040RLDR,4199
WAP0501700SAHD,4909
WAP0504040STHB,4475
WAP0506180RTHB,4909
WAP0501570SLME,6556
WAP0500120RHRT,2428
WAP0501520SCC3,2949
WAP0501500S50Y,2902
WAP0500140STRB,2410
WAP0501510S50Y,2590
WAP0500110RHRT,2999
WAP0500130STRB,2999
WAP0506070MBIG,3417
WAP0506060MSTD,2798
WAP0501530SCC3,2428
WAP0501750R75Y,4126
WAP0506020NCLC,3407
WAP0506010NCLC,2999
WAP0506900RESP,2445
WAP0506020PHRT,2538
WAP0500160M0CR,1846
WAP0508050T0TB,6246
WAP0216020TCAY,27859
WAP0350360SALU,137777
WAP0350280TPCN,60918
WAP4000010TURB,4126
WAP0409640TLEG,2934
WAP0200210T911,4905
WAP0235200TGT3,61098
WAP0205200TGT3,4899
WAP0215250TGT3,16510
WAP0215260TGT3,16574
WAP0215420TTRG,26111
WAP0200890T963,6999
WAP0508030T0TB,4399
WAP0500060RWBS,3643
WAP0503150R0FH,329072
WAP0230500SGTS,69778
WAP0210520SGTS,26111
WAP0200550SGTS,5797
WAP0200540SGTS,4938
WAP0210270SCPE,11280
WAP0200280SCPE,5755
WAP0211620STFT,26111
WAP0204210T0ST,7090
WAP0213210S0ST,16504
WAP0214220T0ST,27859
WAP0212830SGT3,28457
WAP0212820SGT3,28457
WAP0212810SGT3,28457
WAP0235010SGTR,69777
WAP0210040PDKK,24382
WAP0211750S0DK,29610
WAP0500020R0EC,2274
WAP0500010R0CP,2966
WAP0502200RMSC,3633
99104480123,26598
9Y0044010,7399
000915089F,10835
52107409764,3670
51718497240,4535
17428655761,36639
17428655762,43012
B11273,14317
11421460845,1357
77338829291,2028
61905B60469,42339
61905A138D4,6072
80165B5F681,3463
63119852947- 63119852948,90000
51717186729,5377
36118071996-36118071997,110000
76217913955,6531
51168071003,2692
51168071004,2692
550043841,1600
47716,880
525204299,900
3397020450,1200
77418563762,19400
